Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
Aruba,PM10,0.046536938623001,0.045892440298698,0.043139071409871,0.046391291657006,0.044914040371705,0.045834584580952,0.043081768140021,0.046705434137286,0.046555781635143,0.047546847553582,0.049284928502155,0.048564944291029,0.04929044955853,0.04635866241817,0.048338912145461,0.050247918828465,0.055426661825627,0.055801039595303,0.0583957671835,0.070697610073265,0.096369627815672,0.10394557212016,0.10584012686053,0.11151997569587,0.11789469535404,0.12581227078167,0.09170187208224,0.12773759147973,0.13072400208107,0.13270343121049,0.1138060351609,0.1150877956668,0.12475869288886,0.13867666245116,0.13726386409309,0.14786096388299,0.16031992973152,0.17045078492135,0.17469195691313,0.19330996085556,0.19501702310765,0.15693855533401,0.20958633657105,0.21865090293297,0.23774859651729,0.23581285750992,0.24732521692669,0.23811060357274,0.24465261939105,0.25381385805793,0.24568211899163,0.24323025180999,0.24883422353884
Afghanistan,PM10,8.7332896891468,8.6321798357322,9.6473435818776,9.812229813544,10.05463010395,10.421181103957,10.620512049327,10.296244671774,10.569356145938,10.370077126177,10.147126331473,10.008652012225,9.6495907477515,9.5440302458641,9.2698883726272,9.7195580946482,9.4445055769776,9.9919651040824,9.3926221149404,9.0508398055189,8.9637952976052,9.0596021236686,8.3724430373032,9.3415788856767,9.8013111643424,12.720694781904,14.544078479284,15.684694869299,16.363495604289,16.173180619894,16.159598753897,16.597805566385,19.11341141076,20.71533473199,20.015358919415,22.748399493324,22.087189042392,24.820748839308,24.393308031781,29.387617057186,30.710979306469,34.246135976957,34.818331433083,36.388663020461,38.166556041469,35.906723930267,36.945718295106,38.913214446726,34.234017493236,37.005460383533,34.923442168431,35.012973956385,35.193410232956
Angola,PM10,131.59265906643,130.63309258643,131.19640030124,131.09363960498,130.97325818723,131.5888495967,132.29165947902,132.54216814337,134.91415480177,135.73861722242,137.09481589625,137.89275843751,139.09966698385,140.34894220725,141.35373865277,143.30059844776,145.0911624216,146.5865996004,148.42429060089,150.22627847318,151.87880992506,156.1392070694,159.92568371219,163.53706377664,166.82070503421,168.11846247982,170.58582669113,172.35622615129,174.62913503915,176.29051262739,178.49664371752,181.70824821953,185.10549507396,189.35554902794,190.81991788249,193.00289563835,197.01037536513,202.00306495995,204.92123447741,212.50993506248,216.81178783189,222.49405368079,221.66371759228,237.06925341456,240.16263421214,244.59653001192,249.28741332429,250.95622639707,254.90115422952,259.08656880312,260.79059334991,267.13558255476,266.93445067904
Anguilla,PM10,0.00076605184037794,0.00076976632000869,0.00084199147373693,0.00078919800577422,0.00089807997970382,0.0011492500766183,0.0010373947579631,0.001084762186483,0.0012065791396515,0.0014450206708592,0.0016061247327965,0.0026810275591573,0.0027748995610535,0.0024135095065577,0.0024473598622494,0.0014866674705577,0.0013033341706254,0.0025813649849122,0.0024218350190276,0.0025729234107941,0.0024213068545167,0.0029778533450953,0.0031347618335653,0.0040949735653067,0.0051515700462919,0.0071855666022093,0.0073231523725902,0.0059502075985301,0.0055786284021408,0.0054550798993743,0.0083985129712043,0.007922439676347,0.0052477672426744,0.006284004563059,0.0059931365574221,0.005528285244647,0.0055921817084569,0.0045345134779405,0.0055821425944097,0.0075449257850481,0.010300325280122,0.011054151273816,0.011051444706596,0.011714439435787,0.011517638290341,0.011631167080304,0.010583397228656,0.010723499900755,0.010882567200207,0.010622630405308,0.008767420414487,0.0084493378516827,0.0087677205880695
Int. Aviation,PM10,10.7639549991,10.7639549991,11.41402261527,11.903050562675,11.453668970823,11.076071564983,11.095374822184,12.0986198316,12.533685826562,12.964180891025,12.887863854635,12.84882307393,13.3081356554,13.427306540807,13.931566269664,14.321724235307,15.739020788334,16.63223710341,17.57178175281,18.46312298573,16.482760584967,16.029493701401,16.556995074426,16.877079988932,17.73149975286,18.402283353278,19.148779163286,20.083041265676,20.744978307063,21.626446292676,22.414061567165,22.043392742526,23.34871221746,23.218478003706,25.075763444111,26.659144142785,27.645880213516,28.516467386373,29.00009070444,27.647811821536,29.278906017603,30.218440542855,30.228790109933,30.734633260241,31.73774514807,33.559735471132,35.001454141599,37.223804259766,38.883121599074,39.516629798501,18.850863981642,21.750996901894,26.826229512336
Albania,PM10,13.749259740891,13.748787367137,13.993483051212,14.332068790427,14.505525587744,14.696495554577,15.011298138925,15.301790442595,16.193308563308,17.40763339963,17.444596131382,17.050554793183,17.694643110341,18.351638787127,19.008367563774,19.241224480415,19.299266173285,19.64906216767,19.659309412212,19.483878512642,17.736135398584,14.447033807571,11.835334233401,11.227236911775,11.162056905791,10.488890065093,10.053109987293,9.3668148672455,9.2550777170948,8.804311473718,8.8262396767007,8.8143922441097,9.7157395965748,8.0635821562094,9.5080429206046,9.3208747135953,8.982536414656,9.1018394559224,9.545553725914,9.6042188165098,9.5840674281244,10.107484145807,9.4797348051018,9.4308187992042,9.2119205840947,9.390663173565,8.6544477658933,8.7276643144499,8.978227585497,8.2777759954803,8.3531275473841,8.892476006378,8.909254233131
Netherlands Antilles,PM10,3.6394592663236,3.6452823927493,3.5789696151664,3.6787420621919,3.3214234179749,2.5086393534341,2.8405593781986,2.8518626072972,2.2675823670951,2.4416470390461,2.0709105003146,1.9594285129588,1.9704465769088,2.002911288041,1.8252497727065,1.5340123892989,1.2642877685869,1.27942489605,1.2596454027666,1.1635921968097,1.1071130913064,1.1911243701405,1.2932242220179,1.1240113293172,1.3593519762446,1.3298304119898,1.2824312698963,1.6270866066128,1.691942486998,1.7048751663112,1.7482248622154,1.7113385965368,1.6470847589528,1.6386134547093,1.6364552673885,1.6163303552274,1.5510093549507,1.6659637158965,1.7091611147324,1.6129652857291,1.5327047511421,1.8127482851103,1.8597934610899,1.7302901036401,1.7484449586513,1.7906033964872,1.5078193973415,1.3553662893271,1.181600015705,1.053542031051,0.86064348028183,0.82974279823212,0.86072416602327
United Arab Emirates,PM10,1.1414903415901,1.2302438049477,1.4325082196171,1.7581707845396,1.942238989397,2.5999707522189,3.4321842008616,4.2301228801746,4.5819663879284,5.5943758852464,9.3657316917603,11.119458046823,12.539278082333,12.620552051628,16.043731681875,16.341447467286,15.921484197916,17.253635798404,17.664129937294,18.074471400632,18.813108554058,19.875215472209,22.005784880183,22.586014341639,22.567843582125,22.20843674621,20.996637002997,20.754855652749,20.439547646876,20.702966843697,20.37531028901,20.140668165722,21.315497119455,22.525866604005,22.857112071655,23.420685097607,24.736876415589,24.461821291348,31.178414648743,30.419519777283,33.946032096931,34.198337259646,38.736542693665,42.352541807983,46.76996861762,44.352912139812,44.991607986294,47.544846090653,45.42954745096,43.822302018204,45.346417390293,48.921289236523,51.070013273725
Argentina,PM10,154.52698432575,157.68145858691,149.45383987075,153.87434904449,148.4369222126,146.32572028035,141.03664853471,143.40715181372,149.39154971303,154.48682266376,145.09462446049,150.55422470227,156.48284480434,156.1873886665,163.57091865876,149.90821184001,143.51985013821,143.87493609738,152.49738343489,133.70919837443,156.53838061912,168.24872007003,173.63165929864,173.69653246459,175.79812489151,191.89967145173,188.87723125645,209.78121859368,233.24861555345,229.19663204079,229.39500988422,234.3156163857,233.85520686228,249.98925416512,250.71587319038,272.37414028764,268.01042003831,293.38390776591,302.19924943175,243.80970908826,300.57650108792,320.87077519646,292.44471960959,317.85162404452,324.19714157131,348.33383129402,343.02018316862,357.47632800953,323.57533656404,370.03037794507,352.6179808143,350.24967499738,327.93587025084
Armenia,PM10,7.5466619828589,7.7984985564634,8.0692241951877,8.3368688305103,8.7246568777904,8.8834656220642,8.8920057128127,9.3304453546657,9.7727086617543,9.9713326704767,10.217518967302,10.045591415322,10.417773154985,10.171753022204,10.133349344617,10.144683141409,10.054793059863,9.9541919511593,9.8020731911932,9.5024601718322,8.8554397853038,7.2720832813897,4.0567511649867,2.1860921505612,1.6029153146069,1.3622041041887,1.3801581397752,1.3898847706168,1.4326285354218,1.4580912735792,1.3574700739552,1.3584375195572,1.5777295147459,1.7365990100423,1.7983338887845,1.7196864879044,1.8024678600809,1.9107248795399,1.8930436208961,1.6134748351378,1.6087691391522,1.5948001515539,1.7149122555516,1.786312834618,2.7901991384227,4.9343701590379,6.0960374326647,6.2472254564234,4.8790470508829,4.347625212933,4.289782912982,4.3337934293201,4.2619408575208
