Name;Substance;Y_1970;Y_1971;Y_1972;Y_1973;Y_1974;Y_1975;Y_1976;Y_1977;Y_1978;Y_1979;Y_1980;Y_1981;Y_1982;Y_1983;Y_1984;Y_1985;Y_1986;Y_1987;Y_1988;Y_1989;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018;Y_2019;Y_2020;Y_2021;Y_2022
Bahamas;BC;0,160288818;0,15476066;0,150479587;0,153949807;0,150527628;0,147807283;0,12923509;0,142700293;0,131906192;0,134267574;0,138121974;0,129418801;0,119905403;0,096137318;0,086107492;0,080279355;0,088206442;0,083303425;0,084665582;0,091903975;0,137609841;0,129264338;0,112042174;0,11947376;0,12271628;0,131883978;0,134763406;0,133356559;0,145468918;0,135313506;0,117263962;0,117231612;0,120105798;0,096968972;0,095863938;0,093882928;0,109771748;0,130686832;0,132905048;0,115229808;0,132936969;0,104217442;0,130208828;0,132915477;0,136955422;0,132958257;0,136788528;0,145203834;0,159702498;0,173927382;0,152367053;0,149297187;0,153341452
Bosnia and Herzegovina;BC;1,815323208;1,809067123;1,535021389;1,583637059;1,721915611;1,786801095;1,692613574;1,810170572;1,651631479;1,699973631;1,516790964;1,844158253;1,879841004;1,781631148;1,686348568;1,780994617;1,93597563;1,687873602;1,567929264;1,64209441;2,325080693;2,222195052;1,7674777;1,498770029;0,879121907;0,867256365;0,871714632;1,04614587;1,110528562;1,104089899;1,370168085;1,407214338;1,472513327;1,444027894;1,61802983;1,637089945;1,799538199;1,78806196;1,844412343;1,685653024;1,589063046;1,646324305;1,568164704;1,50804465;2,168951776;2,51283334;2,641070847;2,388524528;4,366858529;4,453575709;4,557317123;4,024888252;4,056845017
Belarus;BC;4,390063932;4,374069158;4,526165675;4,680086089;4,867602;4,974675393;5,085387642;5,126083767;5,204961879;5,26457874;5,358363374;5,286440582;5,747357116;5,626004743;5,564207645;5,489736038;5,430240034;5,477044104;5,370496095;5,18938241;4,789622938;4,756083498;4,118993447;3,765142303;3,279321061;3,198708808;3,402306677;3,392965523;3,601877277;3,231773759;3,285419262;3,235531938;3,272289828;3,157162049;3,110623416;3,359753435;3,703013117;3,545192297;3,679568893;3,537568757;3,689374148;3,851200765;3,987323275;3,722028219;3,335450558;2,849931713;2,915265923;3,141642099;3,256459467;3,339274792;3,156489207;3,115378588;3,028610685
Belize;BC;0,312530375;0,296294785;0,254825778;0,267366951;0,26266009;0,240065588;0,214211384;0,254383924;0,258909525;0,265053597;0,266302741;0,246508926;0,256565379;0,282570391;0,282515943;0,279654795;0,294028712;0,249668098;0,246192526;0,245382551;0,383826491;0,392259764;0,361805615;0,357913252;0,357508619;0,351085021;0,360569843;0,374394925;0,313820856;0,314093221;0,30255951;0,250751518;0,259498746;0,25401609;0,249247093;0,237161002;0,284124023;0,231026027;0,193020959;0,195736248;0,220834145;0,459543899;0,472410239;0,285585002;0,283709865;0,281342888;0,338360969;0,427429064;0,377183039;0,366709255;0,318179453;0,32570965;0,327152775
Bermuda;BC;0,00506963;0,005071327;0,007234453;0,006452302;0,006546009;0,007719382;0,00650276;0,007348046;0,00672235;0,006707801;0,007359263;0,006166396;0,005946515;0,006590442;0,006423351;0,005870559;0,006310295;0,009382052;0,011021746;0,014827006;0,018630953;0,016707907;0,012629704;0,01547078;0,014505298;0,014523105;0,013779187;0,013742807;0,01517574;0,015478001;0,010976213;0,011144028;0,012315444;0,012355699;0,011643274;0,012514526;0,015743991;0,019395257;0,020992568;0,018396222;0,024746699;0,009798077;0,014129484;0,016273448;0,022198713;0,018193893;0,02315969;0,020416436;0,023150685;0,026321765;0,02449251;0,023786073;0,024665429
Bolivia;BC;0,728547389;0,716883068;0,825100212;0,904518434;0,918014945;1,048998068;1,215775136;1,290563314;1,354533523;1,406218084;2,147505046;2,332519566;2,37872904;2,366785551;2,416792717;2,47992952;2,483475788;1,963137604;2,099155908;2,126595173;2,923973299;3,127750795;3,034971035;3,45433284;3,621374961;3,904529135;3,599457924;3,452217337;3,504434862;3,554033006;3,961577863;3,995165851;4,084526841;4,226586052;4,350249813;4,461218385;4,670574212;4,840712189;4,975803339;5,275564595;5,489431077;5,550538635;5,904793558;5,989347205;6,029752017;5,970301543;6,008769457;6,290761165;6,506285947;6,039285321;6,1048316;6,456018815;6,499607973
Brazil;BC;123,8803498;123,8971278;130,0542274;135,8354396;143,8227798;146,5769016;151,1839604;155,7864719;155,4928125;162,143296;169,2591547;167,8470444;170,4075409;179,3284389;192,5990739;198,1025258;199,0841824;207,1199352;202,1984843;201,0430332;184,6872149;179,9651303;180,7058196;178,1895974;187,1410079;183,8088202;180,7962091;185,4351586;185,1401524;189,5168941;176,062067;182,9193696;190,2557173;203,168845;212,5085216;209,3584728;219,2451698;231,0446216;239,6130542;227,3074281;241,6397263;235,648733;238,6301199;241,533134;237,9545463;235,1962657;235,0687236;240,2706937;230,0853845;234,4242239;252,5324148;254,0545081;256,1019257
Barbados;BC;0,108330999;0,09632998;0,085754471;0,085134639;0,079724791;0,07383735;0,073900034;0,083068487;0,073368822;0,081479157;0,089866779;0,076830626;0,068214497;0,061739309;0,065969917;0,066464427;0,076026572;0,062309844;0,062478558;0,058744883;0,233552599;0,224810298;0,194022044;0,175334673;0,180004266;0,183739826;0,198159527;0,211189146;0,174556781;0,193876893;0,196904277;0,171773789;0,163082035;0,149778052;0,148847723;0,156940322;0,157460696;0,158293355;0,167804952;0,175577801;0,175913994;0,106188393;0,106784524;0,099916425;0,093222915;0,087957447;0,087771184;0,097481469;0,109499957;0,095328285;0,091018596;0,090202385;0,093273131
Brunei Darussalam;BC;0,052191062;0,050276139;0,049644374;0,049460787;0,05117875;0,049909535;0,052701544;0,043588521;0,045410901;0,047253992;0,128998851;0,098263115;0,110038798;0,124474519;0,101728315;0,105383593;0,098263807;0,098583299;0,10952048;0,110523141;0,113099244;0,128906397;0,147768219;0,155215966;0,168581112;0,189386806;0,209229884;0,237167702;0,201659451;0,18314186;0,171112546;0,173621153;0,172051047;0,177980393;0,174449426;0,162143164;0,183418125;0,196209974;0,195186588;0,186032323;0,190827092;0,22800185;0,224932112;0,186686398;0,171977201;0,177699281;0,16512809;0,171177313;0,16670132;0,161328558;0,186160135;0,194502237;0,19613101
Bhutan;BC;0,515110092;0,512205988;0,516550017;0,524667425;0,539473984;0,539727592;0,555037021;0,571264435;0,615026561;0,643481611;0,666176184;0,67911444;0,693461923;0,71606575;0,71852041;0,757475706;0,761936058;0,763967771;0,771123993;0,7885007;0,865252598;0,872937145;0,875079556;0,883572649;0,89899689;1,488790451;1,731198489;1,755740284;1,796100053;1,843748551;2,269796307;2,25343199;2,332292311;2,332996676;2,369931076;2,378936883;2,417598407;2,3955852;2,395106322;2,388501387;2,400345647;2,456602323;2,472068658;2,550193611;2,644940298;2,649051975;2,615123013;2,669158681;2,712035423;2,823470838;2,738651993;2,760514453;2,761015952
