Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
Aruba,1.A.2,Manufacturing Industries and Construction,NOx,bio,0.013104329096388,0.012528092967362,0.0097457395542174,0.011035630422641,0.010275640323669,0.0090453622252952,0.0080075453670924,0.0088008528515558,0.0082941392660314,0.0085721413978206,0.0085367688983885,0.0077428675324675,0.008310433786988,0.0068349189726054,0.0063403492195018,0.0066092648970581,0.0076325991669633,0.0065233316877891,0.0063525721163647,0.0060811144849678,0.0055961774023866,0.0058435225497966,0.0051063678446412,0.0050858502554663,0.0049698715622889,0.0050124782626821,0.0050289873279851,0.0052422336115885,0.0038380866091847,0.0039352953433499,0.0047286838513248,0.0039493812246025,0.0040414324659888,0.0041129495238374,0.0041149145820155,0.0042461506891828,0.0042125785371814,0.0032075030580436,0.0027428879504521,0.0028034911825498,0.0030970736147719,0.0074071911679256,0.0075438312246691,0.0033817704069848,0.0035580721881967,0.0035140565414796,0.0046060586229146,0.0069851880268924,0.0062022844331023,0.0055957807806175,0.0054167336756548,0.0056208928438631,0.0056208928438631
Aruba,1.A.4,Residential and other sectors,NOx,bio,0.00047253956640427,0.0004550405595682,0.00045523296187196,0.00045378393689424,0.00045234016103287,0.00041613002691034,0.00039555195687859,0.0003836744641963,0.00037971918126985,0.00036193600310673,0.00039336200664944,0.00041294654306322,0.00041689714436267,0.00037414393406232,0.00039369389938807,0.00042599004831428,0.00044226013535272,0.00040467137505399,0.00038739992529217,0.00040252492959961,0.00086872700947834,0.00084770088911913,0.00083693390609929,0.00082969030075291,0.00079648669513868,0.00080128835858501,0.0008006703307716,0.00081078654980563,0.00086435001081528,0.00087941482398271,0.00085415435250109,0.00081104905556165,0.00088310700201769,0.000899669797576,0.0008809632137661,0.00090045659709554,0.00087943055434656,0.00070587087604114,0.00088429277340109,0.0015725885412812,0.0015022953435195,0.0030981722706107,0.0034754004205773,0.0035087247935373,0.0047101399903645,0.0040393287631828,0.005112561257454,0.0047042078970055,0.0046499541076572,0.0028463674639578,0.0052148166383891,0.0052493837192615,0.0052493837192615
Aruba,1.A.5,Non-Specified,NOx,bio,4.0364540733775e-05,3.9591801284002e-05,4.0091279963514e-05,4.4632631224734e-05,4.4887621138138e-05,4.4661076619772e-05,3.9343342152231e-05,3.8371597486137e-05,3.8623371811739e-05,3.6749483511008e-05,3.5991139638495e-05,3.6615960767864e-05,3.6505823328459e-05,3.4155388087825e-05,5.7383679334869e-05,6.450243273031e-05,6.6433820482008e-05,6.6168945180796e-05,6.0805536402896e-05,5.7534870786621e-05,0.00028039512253174,0.0002797585106582,0.00027599166563874,0.0002639384629981,0.00027445685826445,0.00027481464114113,0.00027228089096816,0.00026477047419592,0.00027492576125611,0.00029987776003471,0.00040276689262536,0.0004694343053257,0.0004349895490943,0.00052724018708259,0.00056839508992233,0.00057844747860389,0.00062616563939928,0.00072980481889199,0.00065994319324535,0.00098117073564432,0.0010586592297939,0.00097543481168945,0.001042548451515,0.0010481742931979,0.00054885677593278,0.00081889236388248,0.00059180496519201,0.00063520781953595,0.00066218817327567,0.00044593041210356,0.00072844454525221,0.00073457909065091,0.00073457909065091
Aruba,1.B.1,Solid Fuels,NOx,bio,1.1352424156507e-05,1.1236098321173e-05,1.1704180064309e-05,1.2175764026152e-05,1.216224505444e-05,1.2444688529735e-05,1.4529659277773e-05,1.4229905161525e-05,1.4537020757457e-05,1.6328070072293e-05,1.1368961643396e-05,1.1372081943783e-05,1.1278608483369e-05,1.0665429101814e-05,1.2843144280475e-05,1.4656502898538e-05,1.5180409426136e-05,1.3198237885463e-05,1.4560085913204e-05,1.3712556958671e-05,4.2584291392678e-05,4.023052170963e-05,3.5218845234013e-05,3.5675677246722e-05,3.6124469675916e-05,3.5788733970391e-05,3.7292700632791e-05,3.7609620721554e-05,3.9242742953302e-05,3.9693046687365e-05,7.1003564056837e-05,7.236346961846e-05,7.6416561123348e-05,7.743339308248e-05,7.8225444530413e-05,7.9342995388827e-05,7.9711474567806e-05,7.9376433274316e-05,7.9793443584944e-05,7.9548511985336e-05,7.9346432805037e-05,0.00017126573796933,0.00017661658556472,0.00017514396256112,0.00022207797574709,0.00021091304696125,0.00021787994976223,0.00022181173972555,0.00022546002936842,0.00022590000318444,0.00021706273960199,0.00022708101989131,0.00022708101989131
Aruba,1.A.1.a,Main Activity Electricity and Heat Production,NOx,fossil,0.080802953773188,0.0926078097935,0.14292968745607,0.14821444241633,0.14531605796558,0.20490406684124,0.18542621345386,0.22742823834272,0.22819256518045,0.23343327215924,0.2491771889616,0.25053505305468,0.2449939351011,0.24281936623779,0.29206954095902,0.30259103388012,0.32717259889926,0.37216545179465,0.40772366400366,0.56294604136426,0.42980961809075,0.50934558566578,0.57767178534101,0.5719874018694,0.63577984234039,0.6921853173449,0.45911656557336,0.74212472684816,0.77833919171828,0.75766120087711,0.58592006446006,0.59461782147459,0.615193477158,0.72852805913101,0.7378936246723,0.84091036579999,1.0285182667139,1.1655680409837,1.2484794266111,1.3377137820008,1.3007250055713,0.87073948994614,1.1200743365143,1.2123889585627,1.2561199567023,1.2982300826881,1.3565324065593,1.2624715433924,1.3123444957348,1.5460034973224,1.3106670065449,1.2630063881251,1.4534163875757
Aruba,1.A.2,Manufacturing Industries and Construction,NOx,fossil,0.00070754563900729,0.00081091406808385,0.0010625662500803,0.00085315072488158,0.0011213105152567,0.0012767807338739,0.0015864163125048,0.0018469942811373,0.0020559585495836,0.0018500844912817,0.0024938262816571,0.0030810989238366,0.0026118190375736,0.0033404950142331,0.0038140508334429,0.0052831712050478,0.0086314469650085,0.0086052688342919,0.0083894715908759,0.013964961508431,0.041132602543453,0.041369899523849,0.035581168390064,0.030599771993213,0.03200429566999,0.036785432670729,0.02369573107088,0.037112104825819,0.03775063698322,0.040145251234051,0.022675346959447,0.026023846676062,0.055697729637665,0.054606512755638,0.052074654479382,0.048575249331674,0.047399175517644,0.043030508855786,0.034344286618281,0.051333667279896,0.048467330053445,0.046356703770942,0.070514948144049,0.091038940868534,0.098024351370817,0.088924808438504,0.080498968607362,0.078497248825914,0.096635051126406,0.10236165767578,0.086784892303627,0.08362907803804,0.086784892303627
Aruba,1.A.3.a,Civil Aviation,NOx,fossil,0.0023788205305073,0.0027375002296856,0.0016224554182962,0.0019223009065386,0.002672062691295,0.0027286774597218,0.0033274328603371,0.0034419382954126,0.0041237766753193,0.0041456575515761,0.0045180430813851,0.0050171893976706,0.0053736747904535,0.005261448529732,0.0050183661351978,0.0083008360124652,0.0086790290521616,0.010691072083542,0.010754074028963,0.019021622340356,0.0051979464551789,0.0068672736345793,0.0087909544127666,0.008488400202545,0.0083631532302364,0.009873937981515,0.0066847351340234,0.01050083694791,0.0047549440811644,0.0051325187173762,0.0040481732808556,0.0037404639802548,0.0036024279620701,0.0042738926464704,0.0046303766561228,0.0048000410896019,0.0048404163452761,0.0053336857311692,0.0052649741930886,0.0055461868028869,0.0059820854973883,0.0049755610149346,0.0065170752967001,0.0071534228584624,0.0071432523406183,0.0077551417112586,0.0086035966843082,0.0081517363013736,0.0088622606738967,0.010467802764387,0.0060646097447441,0.0077583295833663,0.010435499650866
Aruba,1.A.3.b_noRES,Road Transportation no resuspension,NOx,fossil,0.01271769277883,0.014540088017938,0.016616465319179,0.020795145889932,0.026225579147962,0.041758824548654,0.04693593288721,0.05297935165157,0.058964272417304,0.053017403642743,0.087613013213355,0.095533624125492,0.10772566959807,0.12234519375809,0.14342604627659,0.14114798880961,0.16299122609163,0.18284496777659,0.20057579934507,0.2790324342793,0.56787786135015,0.67616402984849,0.78579994041163,0.80887340511362,0.91259149324836,0.98457539131091,0.62875620986354,1.0472671788544,1.0970835919216,1.1087472082431,0.85972303749334,0.8626242718346,0.885896470773,0.97449163185689,0.96313920314031,1.041554096636,1.0194725560625,1.0713713748824,1.0673188393378,1.2219285155595,1.2853256700771,0.66038302739396,0.86784911813262,0.99040924570657,1.0464557094971,1.0061763305198,1.0250191382611,0.98678335125684,1.1058572446179,1.2840115819016,1.0885567696058,1.0489728870747,1.0885567696058
Aruba,1.A.4,Residential and other sectors,NOx,fossil,0.00025030558146689,0.00028687381582366,0.00036992157095071,0.00037798392136818,0.00047322697883388,0.0016516986092424,0.0021339508979983,0.0023214030844608,0.0025108205647357,0.0027062902425393,0.002951613434036,0.002849339767143,0.0030644859492565,0.0034446619603656,0.0068136539382583,0.0070700989796758,0.0076829863167816,0.0081383099268173,0.0099089458523215,0.013552012833754,0.012660404567952,0.017971736395815,0.017350044468273,0.016955070840439,0.018890335095149,0.019671303042161,0.012858604607819,0.020748571011832,0.020305368047124,0.019804806020181,0.011688256620534,0.011466955110855,0.011768997780157,0.012558319763266,0.013277623187851,0.014584062027332,0.015603933546613,0.016197491358443,0.01430065662974,0.015298336673318,0.015727476092341,0.015483466932377,0.026383691400305,0.041893503337652,0.032695268786627,0.031258054858342,0.035983523106141,0.031573509569181,0.039847890090793,0.044733293381044,0.039597017524906,0.038157125978546,0.039597017524906
Aruba,1.A.5,Non-Specified,NOx,fossil,0.0050140801701448,0.0057466090161694,0.0069331360459222,0.0093539324700597,0.0088506708255389,0.0073348310455284,0.0081909912753646,0.010036752579589,0.011889969790655,0.014959780461584,0.012327341053757,0.013868723529678,0.012966067425276,0.014382024820685,0.013255651181318,0.01422717565087,0.015066287814314,0.017102453723158,0.020038514375452,0.02834270586271,0.014492066340579,0.014536821317976,0.01465263306807,0.014768096061998,0.013476324829045,0.016771002974265,0.0099265479380381,0.016860108707774,0.018065956354987,0.0069630696900755,0.0096959555213181,0.012005664919962,0.011586666226707,0.014467128439763,0.018282982614957,0.011874042650727,0.0047451013834969,0.0050760889206206,0.0048030328292715,0.0071559415350589,0.0036825243577622,0.001779508578883,0.003935178778965,0.004827507082279,0.0050083039031448,0.0045475505805218,0.0044637389537176,0.0046890158180713,0.0056908759015032,0.0063889766253646,0.005497864882612,0.0052979425232442,0.005497864882612
